,id,subjects,tweets
57,2873,,RT @FakeUsername: We've received hundreds of hilarious Leslie Nielsen quotes during the overnight. Thanks to all!
58,2874,,``RT @FakeUsername: Don Cherry slams'' ``left wingers'''' in his introduction of Rob Ford''
59,2875,,RT @FakeUsername: Spokes A Struggle to Stay Upright (and Cool) http://FakeURL
60,2876,,RT @FakeUsername: Don Cherry nicely setting a divisive tone. #FakeHashtag
61,2877,,RT @FakeUsername Larry King grills his Exec Producer @FakeUsername tonight about her new book. What secrets will she reveal about @FakeUsername?
62,2878,,RT @FakeUsername RT @FakeUsername: What motivates Americans to go green? http://FakeURL
63,2879,,RT @FakeUsername RT @FakeUsername: College students on brooms battle for Quidditch title. http://FakeURL #FakeHashtag
64,2880,,RT @FakeUsername RT @FakeUsername: And what does @FakeUsername think was @FakeUsername's biggest mistake? Find out at 7pE.
65,2881,,"""RT @FakeUsername RT @FakeUsername: Gay rights protesters demand Obama help end `don't ask, don't tell'. http://FakeURL"""
66,2882,,RT @FakeUsername RT @FakeUsername: Murkowski returns to the Captiol. http://FakeURL
67,2883,,RT @FakeUsername: Blood found in home of missing family. http://FakeURL
68,2884,,"""RT @FakeUsername: From all of us on the @FakeUsername Twitter team, Happy Thanksgiving!"""
69,2885,,"""RT @FakeUsername: Growing backlash against TSA body scanners, pat-downs http://FakeURL"""
70,2886,,RT @FakeUsername: Larry King grills his Exec Producer @FakeUsername tonight (9pm ET) about her new book. What secrets will she reveal about @FakeUsername...
71,2887,,RT @FakeUsername: Suu Kyi supporters gather for second day to await her release http://FakeURL
72,2888,,RT @FakeUsername: #FakeHashtag e-mail hacker sentenced to year and a day in prison. http://FakeURL
73,2889,,RT @FakeUsername: 796 dead in #FakeHashtag  #FakeHashtag outbreak. http://FakeURL
74,2890,,RT @FakeUsername: Deal reached among #FakeHashtag to fill No. 2 spot in #FakeHashtag http://FakeURL
75,2891,,"""RT @FakeUsername: Illinois Senate OKs civil unions, sends legislation to Gov. Pat Quinn http://FakeURL"""
76,2892,,RT @FakeUsername: Prison bureau to decide whether #FakeHashtag e-mail hacker serves time in prison or halfway house. http://FakeURL
77,2893,,RT @FakeUsername: Somali pirates free British yacht couple after year in captivity http://FakeURL
78,2894,,RT @FakeUsername: @FakeUsername was a hit at the Soul Train Awards last night! http://FakeURL
79,2895,,RT @FakeUsername: #FakeHashtag himself has arrived: Daniel Radcliffe on the red carpet! Check out the livestream: cnn.com/showbiz
80,2896,,RT @FakeUsername: #FakeHashtag himself has arrived: Daniel Radcliffe on the red carpet! Check out the livestream: cnn.com/showbiz
81,2897,,RT @FakeUsername: 30 Rock's Tracy Morgan is recovering from a kidney transplant. Rep says he is `doing well and taking some much needed ti...
82,2898,,RT @FakeUsername: Chris Daughtry and wife welcome twins. Statement: `Our family is overwhelmed with joy by these two precious gifts from G...
83,2899,,"""RT @FakeUsername: Emma Watson has landed on the red carpet at the #FakeHashtag premiere, wearing a simple black gown. Watch the livestream..."""
84,2900,,"""RT @FakeUsername: Emma Watson has landed on the red carpet at the #FakeHashtag premiere, wearing a simple black gown. Watch the livestream..."""
85,2901,,RT @FakeUsername: It's official: Lindsay Lohan is free to leave rehab today.
86,2902,,``RT @FakeUsername: Oksana Grigorieva on @FakeUsername right now talking about Mel Gibson:'' ``He called me... And threatened my life.'''' Are you...''
87,2903,,RT @FakeUsername: Rihanna on Drake: I was definitely attracted to him http://FakeURL
88,2904,,"""RT @FakeUsername: Woody Allen is 75 today. Want to thank him for SLEEPER, ANNIE HALL, BANANAS, and one of my favs... MANHATTAN."""
89,2905,,"""RT @FakeUsername: Our hats off to Larry King, who signs off tonight after an incredible 25 years. Thank you sir."""
90,2906,,RT @FakeUsername Remember when wearing glasses was #FakeHashtag. Now everybody trying to wear them and they got 20/20... they were never uncool dude
91,2907,,RT @FakeUsername: hav ei mentioned how much i fucking HATE being ignored?
92,2908,,RT @FakeUsername: Bill Tarmey gets a golden hot pot: This week's TV Times has gone Corrie crazy and Bill Tarmey gets a golden hot......
93,2909,,RT @FakeUsername: Pictures: Simon Gregson's wedding: OK! Magazine have exclusive pictures of Simon Gregson's recent wedding.   Sim......
94,2910,,"""RT @FakeUsername: The mystery of Liz McDonald's black necklace: Now then, if I had a penny for every time I've been emailed and as......"""
95,2911,,RT @FakeUsername: Who Would Karl Lagerfeld Like to See Succeed Him at Chanel? http://FakeURL
96,2912,,RT @FakeUsername: Rep. Maxine Waters (D-CA) ethics inquiry postponed due to new evidence.
97,2913,,"""``RT @FakeUsername: Chris Bosh'' ``Strong Enough To Be A Man'','' but made to be a woman.''''''"""
98,2914,,RT @FakeUsername: Donovan Mcrib.
99,2915,,``RT @FakeUsername: If Tony Yayo or Game haven't reported each other as Spam yet then neither one of them is'' ``bout that life.''''''
100,2916,,RT @FakeUsername: Streets is saying Roy Williams has yet to enjoy his Thanksgiving dinner because he keeps dropping his plate.
101,2917,,"""RT @FakeUsername  @FakeUsername she ain't no rock star, but she has groupies. She ain't no actress but she'll make movies!"""
102,2918,,RT @FakeUsername: Ugh this I why I don't like being around ppl they always trying to shine > > > > > #FakeHashtag
103,2919,,RT @FakeUsername: Chelsea boss Carlo Ancelotti insists he's a no-go http://FakeURL
104,2920,,"""RT @FakeUsername: From deranged ballerinas to tons of Jeff Bridges, @FakeUsername has a guide to what's playing at a theater near you! h..."""
105,2921,,RT @FakeUsername: Chelsea boss Carlo Ancelotti insists he's a no-go http://FakeURL
106,2922,,"""RT @FakeUsername:... BTW, @FakeUsername is Mariana Klaveno, for all you #FakeHashtag fans.;)"""
107,2923,,"""RT @FakeUsername: @FakeUsername - Julian Fantino is so tough, when he cries - his tears erase the ink on the charter of rights and freedoms #..."""
108,2924,,RT @FakeUsername: Keeley Hawes: Keeley Hawes to star in new theater project - Rocket to the Moon: Rocket to the Moon is a play writ... ht...
109,2925,,RT @FakeUsername: Matthew Macfadyen: First look at DVD Coverart for Any Human Heart: Playback has an image of the coverart for the... ht...
110,2926,,RT @FakeUsername: Matthew Macfadyen: Support MS Research and bid on a signed Matthew Macfadyen photo: Matthew has donated two sign... ht...
111,2927,,RT @FakeUsername: Matthew Macfadyen: Three Musketeers Photo: Three Musketeers 3D has released a large photo of all of the three mu... ht...
112,2928,,RT @FakeUsername: @FakeUsername Julian Fantino is so tough - he can blow bubbles at Officer Bubbles without fear of arrest.
113,2929,,RT @FakeUsername: @FakeUsername  @FakeUsername agreed! I wish Mahsa Got fired every week!!
114,2930,,"""RT @FakeUsername: If I've learned anything about being an artist, it is that you must endure and continue to learn. If not, it's over."""
115,2931,,"""RT @FakeUsername: I feel for Gillian McKeith. She clearly has no idea of the horrors she agreed to. Sorry, not Gillian McKeith. Kate M..."""
116,2932,,RT @FakeUsername: I'm returning to the airwaves as the sub for Jim Bohannon on his terrific radio show this Wed.. Dec. 29 from 10pm - 1am...
117,2933,,``RT @FakeUsername: Jermain Defoe walks into a bar. He goes up to this girl & says'' ``Grab your coat love you've pulled''''. She says'' ``You're a l...''
118,2934,,RT @FakeUsername So if #FakeHashtag keeps playing around with my W2 imma go to work tomorrow & give away free shit!!!; (_ oh wrd where at?
119,2935,,"""RT @FakeUsername: Sepp Blatter, complete and utter C U Next Tuesday!"""
120,2936,,RT @FakeUsername: Clamoring to be Heard - what do you think? (As I listen to neighbour's loud music on a Monday morning??? Great blog!)
121,2937,,"""``RT @FakeUsername:'' ``Chuck Norris does not break hearts'','' he breaks legs'''' -- my teen niece''"""
122,2938,,RT @FakeUsername: Fox News commentators talk trash about Sarah Palin when they think cameras weren't rolling. But Olbermann is showing the c...
123,2939,,"""RT @FakeUsername: If US Presidents are exempt from being arrested for war crimes, then let's get that fucker Cheney."""
124,2940,,RT @FakeUsername: Wesley Snipes is in custody to serve his 3-year sentence for federal tax evasion... WHY IS BUSH WALKING FREE? #FakeHashtag
125,2941,,"""RT @FakeUsername: @FakeUsername I still (and will always) remember the passion, inspiration and exuberance of Steve Irwin."""
126,2942,,``RT @FakeUsername: This in from Sarah Palin.'' ``stand with our North Korean allies''''.. bad slip.. Maybe she's is down with Kim Jung? He may think...''
127,2943,,RT @FakeUsername: WATCH: Locker room reaction following the Red Wings 4-1 loss to Chicago. http://FakeURL
128,2944,,RT @FakeUsername: Merry Xmas to everyone xx
129,2945,,"""RT @FakeUsername: @FakeUsername I rather Elizabeth vs Joy, she is too bitter & annoying and selfish"""
130,2946,,RT @FakeUsername: #FakeHashtag Chris Brown Teaches a Class on Self Defense and Abuse...
131,2947,,RT @FakeUsername: Brrraaaaap just did the second show in a row in one day.. think its safe to say that everyone of us is feeling batte...
132,2948,,RT @FakeUsername: Nothing's worse than meaning nothing to the person who means everything to you
133,2949,,RT @FakeUsername: RT @FakeUsername: I'm the only one in north west london that doesn't smoke fag or blaze. #FakeHashtag <nor do I mate <yh just us 2
134,2950,,RT @FakeUsername: Attn Paul Seale: It makes me sick to see people who don't know when people are focusing on one particular issue. #FakeHashtag...
135,2951,,"""RT @FakeUsername: I can't stand a boring nigga, where is the thrill. I get bored to easily like its not even funny u will get cut."""
136,2952,,RT @FakeUsername: @FakeUsername aww i love those 4 things too (: lol ohh and you too!
137,2953,,"""RT @FakeUsername: Someone needs to help Rihanna, she likes rude boys, loves it when people lie to her, and apparently forgot her name..."""
138,2954,,RT @FakeUsername: Albert Einstein - It is strange to be known so universally and yet to be so lonely.
139,2955,,RT @FakeUsername Ne-yo was right.. This is the year of the gentlemen -- > smfhhhhh lol!!
140,2956,,"""RT @FakeUsername: Leslie Nielsen deserves a proper send off, so let's call him Shirley one more time. The AIRPLANE QUOTE-ALONG, Dec 9 - ht..."""
141,2957,,"""RT @FakeUsername: @FakeUsername no, but one of them is to spend more time with you, to get some tips on what my 80 year old Dad would..."""
142,2958,,RT @FakeUsername: Be careful how you live; you will be the only Bible some people ever read ~ William J. Toms
143,2959,,RT @FakeUsername: Faith must be enforced by reason when faith becomes blind it dies ~ Mahatma Gandhi
144,2960,,RT @FakeUsername: How people treat you is their karma; how you react is yours ~ Wayne Dyer
145,2961,,RT @FakeUsername: I can resist everything except temptation - Oscar Wilde #FakeHashtag
146,2962,,RT @FakeUsername: I never had a policy; I have just tried to do my very best each and every day ~ Abraham Lincoln
147,2963,,RT @FakeUsername: I never had a policy; I have just tried to do my very best each and every day ~ Abraham Lincoln
148,2964,,RT @FakeUsername: Nothing is more despicable than respect based on fear ~ Albert Camus
149,2965,,RT @FakeUsername: The most beautiful adventures are not those we go to seek ~ Robert Louis Stevenson
150,2966,,RT @FakeUsername: The only fence against the world is a thorough knowledge of it ~ John Locke
151,2967,,RT @FakeUsername: The welfare of the people in particular has always been the alibi of tyrants ~ Albert Camus
152,2968,,RT @FakeUsername: There are some situations from which one can only escape by acting like a devil or a madman ~ George Orwell
153,2969,,RT @FakeUsername: To hear complaints is wearisome to the wretched and the happy alike ~ Samuel Johnson
154,2970,,"""RT @FakeUsername: We should take care not to make the intellect our god; it has, of course, powerful muscles, but no personality ~ Albert Einstein"""
155,2971,,RT @FakeUsername: When you stare into the abyss the abyss stares back at you ~ Friedrich Nietzsche
156,2972,,RT @FakeUsername: Didn't know Obama was playing basketball w Dick Cheney today.
157,2973,,RT @FakeUsername Lmao... BJ Raji just did the most childish celebration... Fat man celebrations the funniest...
158,2974,,``RT @FakeUsername: her:'' ``don't Akon like light skinned girls?'''' Me:'' ``they all light skinned to him''''''
159,2975,,RT @FakeUsername: Jim Royle ya babe!
160,2976,,RT @FakeUsername: The Young Turk Vs. The Wikileaker himself Julian Assange. Today at 4pm.
161,2977,,"""``RT @FakeUsername:'' ``I think in terms of the day's resolutions'','' not the year's'''' ~ Henry Moore''"""
162,2978,,"""``RT @FakeUsername:'' ``Make yourself an honest man'','' & then you may be sure that there is one less scoundrel in the world'''' ~ Thomas Carlyle''"""
163,2979,,``RT @FakeUsername:'' ``The best way to prepare for life is to begin to live'''' ~ Elbert Hubbard #FakeHashtag:)''
164,2980,,"""RT @FakeUsername: David Lynch does the vocal on his new rock song. Here is the video, plus his timely warning about the use of cel phone..."""
165,2981,,"""``RT @FakeUsername: John Cassavetes born 1929.'' ``Whether it's a crappy film or a good film'', anyone who can make a film,'' I already love.'''' ht...''"""
166,2982,,"""``RT @FakeUsername: Michael Frost:'' ``Burlesque'''' is just another testament to the death of sexual revolution. No tits'', no ass, no nuthin'. h..."""
167,2983,,RT @FakeUsername: Sarah Palin is against Sharia law and the separation of church and state. Please explain.
168,2984,,"""RT @FakeUsername: Woody Allen's birthday. He told me what he thinks about God, what he asked Billy Graham, and that he was good at sport..."""
169,2985,,RT @FakeUsername: Barbra Streisand crushing on Crowdrise for heart research! Check it out. U could win a CD & she'll sign it. http://FakeURL...
170,2986,,``RT @FakeUsername: RT @FakeUsername'' ``Imagination is better than knowledge.'''' - Albert Einstein #FakeHashtag''
171,2987,,RT @FakeUsername: Vince Vaughn's rants
172,2988,,"""RT @FakeUsername Who wants a MacBook Air? Help us reach 5,000 followers and you could be that lucky winner!"""
173,2989,,"""RT @FakeUsername: Modern Insecticides' Devastating Effects: Like DDT before it, a new class of insecticides known as neonicotinoid... http://..."""
174,2990,,RT @FakeUsername: Charlie Sheen's Former Party Girl Now Accusing Him of Harassment http://FakeURL
175,2991,,RT @FakeUsername: Ronni Chasen's Brother Speaks Out About Her Murder http://FakeURL
176,2992,,RT @FakeUsername: Taylor Swift's Curls Are Back! So Are Her Tour Dates! http://FakeURL
177,2993,,"""RT @FakeUsername: Thanksgiving pies: Pumpkin, pecan & sweet potato are great but want a new yummy? Acorn Squash-Japanese Sweet Potato Pie..."""
178,2994,,RT @FakeUsername: Players Wijnaldum and De Vrij in tears on pitch at the end of the game. Both get standing (cont) http://FakeURL
179,2995,,"""RT @FakeUsername: Yankees miss out on Cliff Lee, sign Mark Prior. Apparently their Plans B, C, D, E, F, G, H, I, J, K, L, M & N didn't pan out either"""
180,2996,,RT @FakeUsername The Chicago Bears have just voided the remainder of Jay Cutler's contract.
181,2997,,RT @FakeUsername: Glad 4 Hanie not rooting 4 the bears but Cutler is a #FakeHashtag
182,2998,,RT @FakeUsername: ``Logic will get you from A to B. Imagination will take you everywhere.'' - Albert Einstein #FakeHashtag
183,2999,,``RT @FakeUsername: George W. Bush jokes about some of the'' ``pretty stupid things'''' he's done  http://FakeURL''
184,3000,,``RT @FakeUsername:'' ``This world belongs to the ENTHUSIASTIC'''' - Ralph Waldo Emerson''
185,3001,,RT @FakeUsername: WHO IS THIS GUY OBAMA...????... AND WHY DID WE ELECT HIM...????
186,3002,,"""RT @FakeUsername: When he was alive, George Harrison's favorite board game was Monopoly."""
187,3003,,"""RT @FakeUsername: #FakeHashtag  #FakeHashtag 1Cor3:11 For God has already placed Jesus Christ as the one and only foundation, and no other foundat..."""
188,3004,,RT @FakeUsername: Christmas is the one time a year when you're explicitly allowed to print stories lying to children. Don't waste it.
189,3005,,RT @FakeUsername: Mike Smith talks to his team all the time about closing out close games. Falcons have outscored opponents 104-47 in final...
190,3006,,"""RT @FakeUsername: With today's win, QB Matt Ryan improves to 19-1 at home including 15 straight wins. Falcs 15-0 when Ryan has QB rating o..."""
191,3007,,"""RT @FakeUsername: At current pace, Matt Ryan will set career-high 4 passing TDs in Week 13 vs. Buccaneers. He has 18 now. Career-high is 22."""
192,3008,,"""RT @FakeUsername: Don't aim for success if you want it; just do what you love and believe in, and it will come naturally ~ David Frost..."""
193,3009,,RT @FakeUsername: Words of Wisdom: Every choice you make has an end result!
194,3010,,"""RT @FakeUsername: Sorry, Tweet of the Day announcements have been broken for 12 hours. Fixed."""
195,3011,,"""RT @FakeUsername: Del Bueno Recalls Cheese Because Of Possible Health Risk: Del Bueno of Grandview, WA is (cont) http://FakeURL"""
196,3012,,RT @FakeUsername: my wonderful mate Gok Wan will be on the show in a bit
197,3013,,RT @FakeUsername Double Standards rule the nation
198,3014,,RT @FakeUsername: Julian Fantino is tough???
199,3015,,RT @FakeUsername: Only a life lived for others is a life worthwhile ~ Albert Einstein #FakeHashtag
200,3016,,RT @FakeUsername: #FakeHashtag  @FakeUsername: a cool mom who gave birth to a cool kid Clint Boon. Cool as fuck! Moo..
201,3017,,``RT @FakeUsername:'' ``A problem is a chance for you to do your best'''' ~ Duke Ellington #FakeHashtag''
202,3018,,``RT @FakeUsername:'' ``Act the way you'd like to be & soon you'll be the way you act'''' ~ Leonard Cohen #FakeHashtag''
203,3019,,"""``RT @FakeUsername:'' ``Drifting'', without aim or purpose,'' is the first cause of failure'''' ~ Napoleon Hill #FakeHashtag''"""
204,3020,,"""``RT @FakeUsername:'' ``For every minute you are angry'','' you lose sixty seconds of happiness'''' ~ Ralph Waldo Emerson #FakeHashtag''"""
205,3021,,``RT @FakeUsername:'' ``It takes a lot of courage to show your #FakeHashtag to someone else'''' ~ Erma Bombeck #FakeHashtag''
206,3022,,``RT @FakeUsername:'' ``Minds are like parachutes; they work best when open'''' ~ Lord Thomas Dewar #FakeHashtag''
207,3023,,"""``RT @FakeUsername:'' ``Mistakes are always forgivable'','' if one has the courage to admit them'''' ~ Bruce Lee #FakeHashtag''"""
208,3024,,``RT @FakeUsername:'' ``The most delightful surprise in life is to suddenly recognize your own worth'''' ~ Maxwell Maltz #FakeHashtag''
209,3025,,``RT @FakeUsername:'' ``What do dreams know of boundaries'''' ~ Amelia Earhart #FakeHashtag''
210,3026,,``RT @FakeUsername:'' ``Your real courage shows best in the hour of adversity'''' ~ Napoleon Hill #FakeHashtag''
211,3027,,RT @FakeUsername: ``A drink a day keeps the shrink away'' ~ Edward Abbey #FakeHashtag; -)
212,3028,,RT @FakeUsername: ``Adopt the pace of nature: her secret is patience'' ~ Ralph Waldo Emerson #FakeHashtag
213,3029,,"""RT @FakeUsername: ``Everyone thinks of changing the World, but no one thinks of changing himself'' ~ Leo Tolstoy #FakeHashtag"""
214,3030,,"""RT @FakeUsername: ``I may disapprove of what you say, but I will defend to the death your right to say it'' ~ Voltaire #FakeHashtag"""
215,3031,,"""RT @FakeUsername: ``Life is not a matter of holding good cards, but sometimes, playing a poor hand well'' ~ Jack London #FakeHashtag"""
216,3032,,RT @FakeUsername: ``When you come to a fork in the road.... take it'' ~ Yogi Berra #FakeHashtag
217,3033,,RT @FakeUsername: Sometimes it is the men `higher up' who most need revamping & they themselves are the last to recognize it ~ Henry Ford #FakeHashtag
218,3034,,RT @FakeUsername: The best people in this World are the ones that can give without remembering & receive without forgetting ~ Jim Rohn #FakeHashtag
219,3035,,"""RT @FakeUsername: CitizenLink Report looks at Day of Dialogue, Focus' effort to help students discuss God's design for sexuality: http://..."""
220,3036,,"""RT @FakeUsername:.... and of course the top three highest grossing concert tours ever are all Michael Jackson. History, Dangerous and Bad."""
221,3037,,RT @FakeUsername: Do you love Vera Bradley handbags? I found the cheapest place to buy new and retired patterns http://FakeURL
222,3038,,RT @FakeUsername: fuck the jets
223,3039,,"""RT @FakeUsername: Life is very complicated. Don't try to find answers, because when you find answers life changes questions."""
224,3040,,"""RT @FakeUsername But Chicago will not win. If they do, prepare for embarrassing superbowl loss for them."""
225,3041,,RT @FakeUsername: Soooooooooo... everybody just gonna act like Mariah Carey didn't lip synch this whole special?
226,3042,,RT @FakeUsername: @FakeUsername is giving away one copy of The Fame Monster (deluxe) CD! Tweet #FakeHashtag to win!
227,3043,,"""``RT @FakeUsername: Lady Gaga's duet with Elton John'' ``Hello'','' Hello'''' will be officially released on February 8'', 2011 as a part of the Gnomeo &..."""
228,3044,,"""RT @FakeUsername: I don't have a foot fetish, I just really want to shove my foot up Justin Bieber's ass."""
229,3045,,"""RT @FakeUsername: If #FakeHashtag, that would make all 99 of Jay-Z's problems a bitch."""
230,3046,,RT @FakeUsername: Jim Royle makes me feel sick
231,3047,,RT @FakeUsername: Albert Einstein - ``It is a miracle that curiosity survives formal education''
232,3048,,RT @FakeUsername: RT @FakeUsername: If you didn't have a father be everything to your child your father wasn't to you.
233,3049,,``RT @FakeUsername: Mark Healy's'' ``harrowing journey'''' through Shoppers Drug Mart to buy his wife tampons. And why the story is relevant...''
234,3050,,RT @FakeUsername: Just in: Jawbone found on beach is NOT Natalie Holloway's
235,3051,,RT @FakeUsername: Boehner Files Amicus Brief Challenging Constitutionality of Individual Mandate at Heart of Job-Killing ObamaCare Law http...
236,3052,,``RT @FakeUsername: Michael Brea says he'' ``killed the demon'''' inside mom; HORRIFYING interview? http://FakeURL''
237,3053,,"""RT @FakeUsername: I am shocked and saddened by the loss of Border Agent Brian A. Terry, killed in the line of duty. Flags will be flown at..."""
238,3054,,"""RT @FakeUsername: Will Mitch McConnell, career pol, ever know hunger? Then why should he care if others do?"""
239,3055,,"""RT @FakeUsername: FACT: Paul McCartney played bass left-handed, but he wasn't the only southpaw member of the Beatles. Ringo is a lefty as..."""
240,3056,,RT @FakeUsername Ooooh Asian BBQ wings #FakeHashtag lol -- i just said this them damn wings be hitting lmao -- frings! <hell to the yes
241,3057,,"""RT @FakeUsername: 2010 Green Resolutions in Review: By Lina Younes  As the year comes to the end, many of us are starting to think......"""
242,3058,,"""RT @FakeUsername: If the Three Stooges did a football movie, this would be it."""
243,3059,,RT @FakeUsername: @FakeUsername of bewolking? Haha
244,3060,,RT @FakeUsername:... Todd Collins is in.. #FakeHashtag
